SEQ,MNAME,PRICE,MYEAR,MILEAGE,COLOR,TRANS,F_TYPE,DISP,VTYPE,VNUM,CU_HIS,MVD_HIS,AVD_HIS,FD_HIS,VT_HIS,US_HIS,L_NAME
1,한국GM 쉐보레 스파크 밴 2인승 밴,230,2015,164960,흰색,오토,가솔린,995,경차,64무8645,0,0,0,0,0,1,한국GM 스파크
2,한국GM 쉐보레 트랙스 1.6 디젤 LTZ,940,2015,38763,회색,오토,디젤,1645,소형,65우0885,0,0,0,0,0,6,한국GM 트랙스
3,한국GM 쉐보레 크루즈 1.8 LT 기본형,440,2012,117158,흰색,오토,가솔린,1796,준중형,49저9588,0,0,0,0,0,1,한국GM 크루즈
4,한국GM 신형 캡티바 2.0 스페셜 에디션 5인승 퍼펙트 블랙,1450,2017,76000,검정색,오토,디젤,1956,SUV,16로1199,0,0,0,0,0,1,한국GM 캡티바
5,한국GM 올 뉴 말리부 1.5 터보 LTZ,1230,2016,59829,파랑색,오토,가솔린,1490,중형,64주0343,0,0,0,0,0,2,한국GM 말리부
6,한국GM 쉐보레 볼트 EV PREMIER,2130,2019,75790,흰색,오토,전기,174,소형,33라7812,0,0,0,0,0,2,한국GM 볼트
7,한국GM 더 넥스트 스파크 LT Plus,630,2015,47936,흰색,오토,가솔린,999,경차,20가0381,0,0,0,0,0,3,한국GM 스파크
8,한국GM 마티즈 CREATIVE JAZZ 스타,167,2009,126933,은색,오토,가솔린,998,경차,18노1971,0,0,0,0,0,7,한국GM 마티즈
9,한국GM 마티즈2 MD,99,2007,119340,회색,오토,가솔린,1002,경차,14수2688,0,0,0,0,0,1,한국GM 마티즈
10,한국GM 쉐보레 말리부 2.0 디젤 LT 디럭스팩,490,2014,96532,흰색,오토,디젤,1956,중형,38서1048,0,0,0,0,0,1,한국GM 말리부
11,한국GM 쉐보레 크루즈 1.8 LT+ 기본형,199,2013,168138,회색,오토,가솔린,1849,준중형,57두5328,0,0,0,0,0,5,한국GM 크루즈
12,한국GM 쉐보레 아베오 LT 최고급형,249,2011,141625,흰색,오토,가솔린,1645,소형,341어4729,0,0,0,0,0,5,한국GM 아베오
13,한국GM 마티즈 CREATIVE GROOVE 스타,180,2009,100177,흰색,오토,가솔린,1002,경차,13주8560,0,0,0,0,0,7,한국GM 마티즈
14,한국GM 더 뉴 트랙스 1.4 LS 디럭스,990,2019,62176,초록색,오토,가솔린,1362,SUV,206버9503,1,0,0,0,0,2,한국GM 트랙스
15,한국GM 쉐보레 말리부 2.0 LT 디럭스팩,289,2012,173400,검정,오토,가솔린,2181,중형,13도8608,0,0,0,0,0,3,한국GM 말리부
16,한국GM 더 넥스트 스파크 LS 기본형,550,2017,68830,회색,오토,가솔린,999,경차,21버3124,0,0,0,0,0,2,한국GM 스파크
17,한국GM 쉐보레 스파크 LS 스타,320,2013,117906,은색,오토,가솔린,995,경차,46소6615,0,0,0,0,0,4,한국GM 스파크
18,한국GM 쉐보레 스파크 LPGi LS 스타,190,2011,160000,회색,오토,LPG,1000,경차,48부2226,0,0,0,0,0,7,한국GM 스파크
19,한국GM 더 뉴 트랙스 1.4 LT 코어,1249,2020,68000,흰색,오토,가솔린,1362,SUV,101나5363,1,0,0,0,0,1,한국GM 트랙스
20,한국GM 올 뉴 말리부 1.5 터보 LS,870,2016,115694,쥐색,오토,가솔린,1490,중형,11고0643,0,0,0,0,0,1,한국GM 말리부
21,한국GM 더 뉴 스파크 Premier 기본형,910,2021,52206,흰색,오토,가솔린,900,경차,122나9481,1,0,0,0,0,1,한국GM 스파크
22,한국GM 쉐보레 말리부 2.0 디젤 LT 프리미엄팩,615,2015,98032,흰색,오토,디젤,1956,중형,51다0476,0,0,0,0,0,4,한국GM 말리부
23,한국GM 더 넥스트 스파크 LT Plus,490,2016,103461,검정색,오토,가솔린,999,경차,32도0848,0,0,0,0,0,2,한국GM 스파크
24,한국GM 쉐보레 올란도 LPG LT 세이프티,800,2017,137579,쥐색,오토,LPG,1998,RV,63누1145,0,0,0,0,0,1,한국GM 올란도
25,한국GM 쉐보레 캡티바 2WD LT 7인승,650,2012,77000,은색,오토,디젤,1998,SUV,67부9343,0,0,0,0,0,1,한국GM 캡티바
26,한국GM 쉐보레 스파크 팝,520,2015,41685,흰색,오토,가솔린,995,경차,13가8611,0,0,0,0,0,4,한국GM 스파크
27,한국GM 더 쎈 4톤,4350,2021,123000,흰색,오토,디젤,4485,트럭,충북84아5746,1,0,0,0,0,2,nan
28,한국GM 라세티 프리미어 1.8 SX ID 일반형,270,2010,107323,회색,오토,가솔린,1796,준중형,47두8926,0,0,0,0,0,3,한국GM 라세티
29,한국GM 더 뉴 트랙스 1.4 레드라인 프리미어,1570,2020,27789,흰색,오토,가솔린,1362,SUV,193오2321,1,0,0,0,0,1,한국GM 트랙스
30,한국GM 쉐보레 아베오 해치백 1.4 터보 RS 일반형,425,2014,61463,어반오렌지,오토,가솔린,1399,소형,59모8899,0,0,0,0,0,0,한국GM 아베오
31,한국GM 임팔라 3.6 LTZ,1100,2016,120434,검정색,오토,가솔린,3564,대형,68고0709,0,0,0,0,0,1,한국GM 임팔라
32,한국GM 임팔라 2.5 LTZ,1050,2016,78751,은색,오토,가솔린,2457,대형,47주0607,0,0,0,0,0,2,한국GM 임팔라
33,한국GM 더 뉴 아베오 1.4 Turbo LT,800,2017,48569,쥐색,오토,가솔린,1362,소형,58거4008,0,0,0,0,0,1,한국GM 아베오
34,한국GM 쉐보레 스파크 LT 기본형,430,2013,85000,회색,오토,가솔린,995,경차,63노3926,0,0,0,0,0,2,한국GM 스파크
35,한국GM 쉐보레 캡티바 4WD LTZ 7인승,810,2015,114044,쥐색,오토,디젤,2231,SUV,61두0911,0,0,0,0,0,5,한국GM 캡티바
36,한국GM 쉐보레 아베오 해치백 LT 최고급형,320,2011,131347,흰색,오토,가솔린,1598,소형,56수7699,0,0,0,0,0,1,한국GM 아베오
37,한국GM 더 넥스트 스파크 LTZ C-TECH,690,2016,91000,흰색,오토,가솔린,999,경차,19서0482,0,0,0,0,0,3,한국GM 스파크
38,한국GM 쉐보레 스파크 LS 스타,350,2013,107994,흰색,오토,가솔린,995,경차,54저4085,0,0,0,0,0,1,한국GM 스파크
39,한국GM 더 뉴 말리부 1.6 디젤 LT 프리미엄,1460,2019,56410,진주색,오토,디젤,1598,중형,149러4663,0,0,0,0,0,1,한국GM 말리부
40,한국GM 더 넥스트 스파크 LT PLUS C-TECH,490,2015,43268,은색,오토,가솔린,1000,경차,45다0794,0,0,0,0,0,4,한국GM 스파크
41,한국GM 더 뉴 말리부 1.3 터보 프리미어,1289,2020,93283,회색,오토,가솔린,1341,중형,248고8132,1,0,0,0,0,1,한국GM 말리부
42,한국GM 트레일블레이저 1.35 가솔린 2WD RS,1749,2020,58405,빨강,오토,가솔린,1341,SUV,301부3461,0,0,0,0,0,0,한국GM 트레
43,한국GM 쉐보레 스파크 LPGi LS 기본형,280,2012,119775,흰색,오토,LPG,995,경차,18더4533,0,0,0,0,0,1,한국GM 스파크
44,한국GM 쉐보레 트랙스 1.6 디젤 LT Leather Package,589,2016,162193,흰색,오토,디젤,1598,소형,03조0483,0,0,0,0,0,0,한국GM 트랙스
45,한국GM 쉐보레 트랙스 1.4 LT 레더패키지,650,2014,163463,회색,오토,가솔린,1362,SUV,63고6159,0,0,0,0,0,2,한국GM 트랙스
46,한국GM 쉐보레 스파크 L 기본형,199,2014,150824,흰색,오토,LPG,995,경차,38누9513,0,0,0,0,0,1,한국GM 스파크
47,한국GM 쉐보레 크루즈 1.8 LTZ+ 기본형,330,2013,165505,흰색,오토,가솔린,1798,준중형,20러8886,0,0,0,0,0,5,한국GM 크루즈
48,한국GM 쉐보레 아베오 LT 최고급형,320,2012,88187,빨강색,오토,가솔린,1645,소형,205로6090,0,0,0,0,0,2,한국GM 아베오
49,한국GM 쉐보레 아베오 해치백 1.4 터보 LS 기본형,520,2015,85360,회색,오토,가솔린,1645,소형,41고1993,0,0,0,0,0,1,한국GM 아베오
50,한국GM 쉐보레 스파크 LS 스타,330,2013,67057,흰색,오토,가솔린,995,경차,63모5538,0,0,0,0,0,1,한국GM 스파크
51,한국GM 쉐보레 말리부 LPGi 장애인,759,2016,78867,검정색,오토,LPG,1998,중형,61두0773,0,0,0,0,0,0,한국GM 말리부
52,한국GM 쉐보레 트랙스 1.4 LTZ,590,2014,116229,흰색,오토,가솔린,1362,SUV,69더3946,0,0,0,0,0,3,한국GM 트랙스
53,한국GM 어메이징 뉴 크루즈 1.8 가솔린 LTZ,396,2015,160511,은색,오토,가솔린,1799,준중형,21무0947,0,0,0,0,0,3,한국GM 크루즈
54,한국GM 더 뉴 스파크 Premier 기본형,780,2020,77884,회색,오토,가솔린,999,경차,155마1087,1,0,0,0,0,2,한국GM 스파크
55,한국GM 마티즈 CREATIVE GROOVE 스타,235,2010,83783,빨강색,오토,가솔린,998,경차,67고1732,0,0,0,0,0,3,한국GM 마티즈
56,한국GM 임팔라 2.5 LTZ,635,2016,185247,은색,오토,가솔린,2457,대형,54서0555,0,0,0,0,0,2,한국GM 임팔라
57,한국GM 마티즈 CREATIVE GROOVE 고급형,229,2009,52267,흰색,오토,가솔린,995,경차,69머8420,0,0,0,0,0,6,한국GM 마티즈
58,한국GM 쉐보레 말리부 2.0 디젤 LT 프리미엄팩,440,2015,120171,갈색,오토,디젤,1998,중형,68도3392,0,0,0,0,0,1,한국GM 말리부
59,한국GM 더 뉴 스파크 LT 기본형,790,2021,25623,인기색상,오토,가솔린,1000,경차,393너2788,0,0,0,0,0,0,한국GM 스파크
60,한국GM 마티즈 CREATIVE GROOVE 스타,330,2009,91000,검정색,오토,가솔린,995,경차,66보2528,0,0,0,0,0,5,한국GM 마티즈
61,한국GM 더 뉴 트랙스 1.4 LT 코어,999,2020,74839,흰색,오토,가솔린,1362,SUV,198오2346,1,0,0,0,0,1,한국GM 트랙스
62,한국GM 더 뉴 트랙스 1.6 디젤 LTZ,840,2016,138250,흰색,오토,디젤,1598,SUV,17서0180,0,0,0,0,0,2,한국GM 트랙스
63,한국GM 쉐보레 스파크 LS 기본형,500,2015,51500,흰색,오토,가솔린,1002,경차,266조5992,0,0,0,0,0,4,한국GM 스파크
64,한국GM 쉐보레 스파크 LT 기본형,300,2011,72604,파랑색,오토,가솔린,998,경차,33두3577,0,0,0,0,0,3,한국GM 스파크
65,한국GM 쉐보레 말리부 2.0 LT 디럭스팩,425,2014,115774,검정색,오토,가솔린,1998,중형,55버7437,0,0,0,0,0,3,한국GM 말리부
66,한국GM 쉐보레 올란도 LTZ 프리미엄,285,2011,194673,흰색,오토,디젤,1998,RV,46어3363,0,0,0,0,0,2,한국GM 올란도
67,한국GM 더 뉴 카마로 SS 6.2 V8,4770,2019,45247,검정색,오토,가솔린,6162,스포츠카,67더6006,0,0,0,0,0,1,한국GM 카마로
68,한국GM 쉐보레 트랙스 1.6 디젤 LTZ,645,2016,114768,회색,오토,디젤,1589,소형,53다0328,0,0,0,0,0,1,한국GM 트랙스
69,한국GM 어메이징 뉴 크루즈 2.0 디젤 LTZ,330,2015,95418,흰색,오토,디젤,1998,준중형,68우4867,0,0,0,0,0,9,한국GM 크루즈
70,한국GM 쉐보레 트랙스 1.4 LT 기본형,590,2013,104873,검정색,오토,가솔린,1398,SUV,23모3660,0,0,0,0,0,1,한국GM 트랙스
71,한국GM 쉐보레 캡티바 2WD LT 프리미엄,650,2013,87287,흰색,오토,디젤,2191,SUV,64마2103,0,0,0,0,0,1,한국GM 캡티바
72,한국GM 쉐보레 스파크 LPGi LS 스타,280,2012,170422,흰색,오토,LPG,995,경차,45너6502,0,0,0,0,0,4,한국GM 스파크
73,한국GM 올 뉴 말리부 2.0 터보 LTZ 프리미엄,1180,2017,102000,흰색,오토,가솔린,1998,중형,64주5738,0,0,0,0,0,1,한국GM 말리부
74,한국GM 쉐보레 크루즈 1.8 LT+ 레더 패키지,350,2014,85067,갈색,오토,가솔린,1799,준중형,67무7411,0,0,0,0,0,0,한국GM 크루즈
75,한국GM 더 넥스트 스파크 LTZ,630,2015,129001,흰색,오토,가솔린,999,경차,11부1348,0,0,0,0,0,1,한국GM 스파크
76,한국GM 더 뉴 스파크 Premier 기본형,650,2019,132827,흰색,CVT,가솔린,999,경차,199주6874,1,0,0,0,0,2,한국GM 스파크
77,한국GM 쉐보레 말리부 2.0 LTZ 디럭스팩(블랙휠),420,2012,123042,은색,오토,가솔린,1998,중형,20주3141,0,0,0,0,0,1,한국GM 말리부
78,한국GM 어메이징 뉴 크루즈 1.8 가솔린 LTZ,570,2016,85220,회색,오토,가솔린,1796,준중형,63고1094,0,0,0,0,0,1,한국GM 크루즈
79,한국GM 쉐보레 캡티바 4WD LT 5인승,780,2014,104000,검정색,오토,디젤,2231,SUV,12오5756,0,0,0,0,0,1,한국GM 캡티바
80,한국GM 쉐보레 올란도 LT 프리미엄,420,2011,100498,빨강색,오토,디젤,1998,RV,69마7902,0,0,0,0,0,3,한국GM 올란도
81,한국GM 더 넥스트 스파크 LT Plus,590,2015,87570,은색,오토,가솔린,999,경차,21나0713,0,0,0,0,0,2,한국GM 스파크
82,한국GM 쉐보레 캡티바 2WD LT 프리미엄,380,2013,136853,회색,오토,디젤,1998,SUV,17오7212,0,0,0,0,0,3,한국GM 캡티바
83,한국GM 쉐보레 스파크 LPGi LT 기본형,570,2014,67000,흰색,오토,LPG,995,경차,41러5779,0,0,0,0,0,1,한국GM 스파크
84,한국GM 쉐보레 크루즈 1.8 LT+ 기본형,250,2012,144667,회색,오토,가솔린,1796,준중형,28거7615,0,0,0,0,0,1,한국GM 크루즈
85,한국GM 트레일블레이저 1.35 가솔린 2WD Premier,1760,2020,72655,흰색,CVT,가솔린,1341,SUV,310소9707,0,0,0,0,0,0,한국GM 트레
86,한국GM 쉐보레 스파크 L 기본형,250,2012,156000,파랑색,오토,가솔린,995,경차,58주9538,0,0,0,0,0,9,한국GM 스파크
87,한국GM 쉐보레 트랙스 1.4 LTZ,569,2013,96018,파랑색,오토,가솔린,1362,SUV,23우2926,0,0,0,0,0,3,한국GM 트랙스
88,한국GM 쉐보레 트랙스 1.4 LTZ,489,2013,141418,흰색,오토,가솔린,1362,SUV,36우6519,0,0,0,0,0,0,한국GM 트랙스
89,한국GM 쉐보레 캡티바 2WD LT 프리미엄,890,2015,59113,회색,오토,디젤,1998,SUV,11주5938,0,0,0,0,0,0,한국GM 캡티바
90,한국GM 더 뉴 트랙스 1.4 LT 기본형,1190,2020,67682,흰색,오토,가솔린,1362,SUV,291구1368,1,0,0,0,0,1,한국GM 트랙스
91,한국GM 더 넥스트 스파크 LT Plus,480,2016,84599,쥐색,CVT,가솔린,999,경차,50조0900,0,0,0,0,0,3,한국GM 스파크
92,한국GM 쉐보레 크루즈 1.6 LT+,270,2012,186273,회색,오토,가솔린,1598,준중형,38루3567,0,0,0,0,0,5,한국GM 크루즈
93,한국GM 올 뉴 말리부 1.5 터보 LS 디럭스,920,2016,67000,검정색,오토,가솔린,1490,중형,41너0570,0,0,0,0,0,1,한국GM 말리부
94,한국GM 임팔라 2.5 LTZ,900,2016,114417,검정색,오토,가솔린,3007,대형,24수0189,0,0,0,0,0,3,한국GM 임팔라
95,한국GM 쉐보레 올란도 LPG LTZ 세이프티,650,2015,139276,흰색,오토,LPG,1998,RV,34로1614,0,0,0,0,0,2,한국GM 올란도
96,한국GM 더 뉴 트랙스 1.4 LT 코어,940,2019,83395,빨강색,오토,가솔린,1362,SUV,335수3155,0,0,0,0,0,1,한국GM 트랙스
97,한국GM 더 뉴 트랙스 1.6 디젤 LT 코어,1190,2018,50917,흰색,오토,디젤,1598,SUV,198누6791,1,0,0,0,0,1,한국GM 트랙스
98,한국GM 임팔라 3.6 LTZ,970,2015,79343,은색,오토,가솔린,3564,대형,235라1207,1,0,0,0,0,5,한국GM 임팔라
99,한국GM 쉐보레 말리부 2.0 디젤 LT 프리미엄팩,440,2015,163606,흰색,오토,디젤,2000,중형,63누7757,0,0,0,0,0,3,한국GM 말리부
100,한국GM 올 뉴 말리부 1.5 터보 LT 디럭스,999,2018,100770,검정색,오토,가솔린,1490,중형,51다8372,0,0,0,0,0,2,한국GM 말리부
101,한국GM 쉐보레 트랙스 1.4 퍼펙트 블랙,710,2016,45229,검정색,오토,가솔린,1362,소형,69저0345,0,0,0,0,0,3,한국GM 트랙스
102,한국GM 트래버스 3.6 V6 Redline,3080,2021,61562,흰색,오토,가솔린,3600,SUV,279누4185,0,0,0,0,0,0,한국GM 트래버스
103,한국GM 더 넥스트 스파크 밴 1.0 승용밴 기본형,289,2016,163577,흰색,CVT,가솔린,999,경차,06보0932,0,0,0,0,0,4,한국GM 스파크
104,한국GM 더 넥스트 스파크 패션,499,2016,83288,검정색,CVT,가솔린,999,경차,36너8502,0,0,0,0,0,3,한국GM 스파크
105,한국GM 어메이징 뉴 크루즈 1.4 터보 LTZ,579,2016,127669,회색,오토,가솔린,1362,준중형,57무0439,0,0,0,0,0,2,한국GM 크루즈
106,한국GM 마티즈 CREATIVE GROOVE 스타,140,2010,137940,회색,오토,가솔린,995,경차,43누1160,0,0,0,0,0,5,한국GM 마티즈
107,한국GM 더 뉴 스파크 Premier 기본형,730,2018,63900,파랑색,오토,가솔린,999,경차,03어2968,0,0,0,0,0,1,한국GM 스파크
108,한국GM 어메이징 뉴 크루즈 1.8 가솔린 LT,850,2016,47887,흰색,오토,가솔린,1796,준중형,24루0491,0,0,0,0,0,1,한국GM 크루즈
109,한국GM 어메이징 뉴 크루즈 1.6 디젤 LTZ,579,2016,96464,검정,오토,디젤,1598,준중형,110오3760,1,0,0,0,0,3,한국GM 크루즈
110,한국GM 쉐보레 스파크 LT 기본형,250,2015,122158,검정색,수동,가솔린,995,경차,46오9253,0,0,0,0,0,2,한국GM 스파크
111,한국GM 쉐보레 스파크 LPGi LS 스타,159,2012,220000,흰색,오토,LPG,995,경차,35수8294,0,0,0,0,0,5,한국GM 스파크
112,한국GM 더 뉴 트랙스 1.6 디젤 Premier,1089,2018,61748,회색,오토,디젤,1598,SUV,48라5663,0,0,0,0,0,1,한국GM 트랙스
113,한국GM 마티즈 CREATIVE GROOVE 스타,149,2010,172343,회색,오토,가솔린,995,경차,33주3682,0,0,0,0,0,8,한국GM 마티즈
114,한국GM 쉐보레 크루즈 2.0 LTZ+ 더 퍼펙트 블랙,299,2014,147000,흰색,오토,디젤,1998,준중형,48고2259,0,0,0,0,0,1,한국GM 크루즈
115,한국GM 쉐보레 스파크 LS 스타,400,2013,64790,회색,오토,가솔린,995,경차,17오7759,0,0,0,0,0,5,한국GM 스파크
116,한국GM 트래버스 3.6 V6 Premier,3100,2020,32775,흰색,오토,가솔린,3564,SUV,250마3290,0,0,0,0,0,0,한국GM 트래버스
117,한국GM 프리마 대형카고 4X2,5400,2016,490000,흰색,수동,디젤,6728,트럭,80버3318,1,0,0,0,0,4,BMW X2
118,한국GM 프리마 대형카고 4X2,5400,2017,410000,흰색,수동,디젤,6728,트럭,80버3336,1,0,0,0,0,1,BMW X2
119,한국GM 쉐보레 말리부 2.0 LT 디럭스팩,640,2014,54754,회색,오토,가솔린,1998,중형,54서2377,0,0,0,0,0,1,한국GM 말리부
120,한국GM 더 뉴 스파크 LT 기본형,680,2018,38577,흰색,CVT,가솔린,999,경차,399누1798,0,0,0,0,0,1,한국GM 스파크
121,한국GM 쉐보레 크루즈 1.8 LTZ+ 기본형,231,2011,162035,흰색,오토,가솔린,1796,준중형,43버6013,0,0,0,0,0,1,한국GM 크루즈
122,한국GM 임팔라 2.5 LTZ,850,2016,131617,검정색,오토,가솔린,2457,대형,22로0489,0,0,0,0,0,3,한국GM 임팔라
123,한국GM 쉐보레 말리부 2.0 LTZ 디럭스팩(블랙휠),580,2012,162324,회색,오토,가솔린,1998,중형,31저2977,0,0,0,0,0,6,한국GM 말리부
124,한국GM 더 넥스트 스파크 ECO LT Plus,610,2017,121616,흰색,오토,가솔린,999,경차,297거6484,1,0,0,0,0,7,한국GM 스파크
125,한국GM 더 뉴 트랙스 1.4 LT 기본형,1250,2020,51089,쥐색,오토,가솔린,1362,SUV,231구8074,1,0,0,0,0,1,한국GM 트랙스
126,한국GM 쉐보레 스파크 L 기본형,230,2012,132555,프라하 블랙,수동,가솔린,995,경차,56너4179,0,0,0,0,0,3,한국GM 스파크
127,한국GM 알페온 EL300 슈프림,299,2010,136690,진주색,오토,가솔린,3007,대형,22누5799,0,0,0,0,0,7,한국GM 알페온
128,한국GM 쉐보레 크루즈5 1.8 LT+ 레더 패키지,455,2014,107108,흰색,오토,가솔린,1799,준중형,69구8268,1,0,0,0,0,2,한국GM 크루즈
129,한국GM 쉐보레 스파크 LPGi LT 기본형,239,2013,200000,흰색,오토,LPG,995,경차,51노0918,0,0,0,0,0,7,한국GM 스파크
130,한국GM 마티즈 CREATIVE JAZZ 스타,190,2010,193694,흰색,오토,가솔린,995,경차,13너7974,0,0,0,0,0,4,한국GM 마티즈
131,한국GM 더 뉴 트랙스 1.4 LTZ,1280,2017,36850,흰색,오토,가솔린,2191,SUV,36거1329,0,0,0,0,0,3,한국GM 트랙스
132,한국GM 더 넥스트 스파크 LTZ,670,2015,87819,흰색,오토,가솔린,999,경차,11부1074,0,0,0,0,0,3,한국GM 스파크
133,한국GM 더 뉴 스파크 마이핏 에디션 기본형,920,2020,24579,흰색,오토,가솔린,999,경차,324부1880,0,0,0,0,0,2,한국GM 스파크
134,한국GM 쉐보레 말리부 2.0 LTZ 디럭스팩(블랙휠),580,2012,112779,흰색,오토,가솔린,1998,중형,33노9561,0,0,0,0,0,5,한국GM 말리부
135,한국GM 쉐보레 말리부 2.0 디젤 LT 프리미엄팩,395,2015,152665,흰색,오토,디젤,1999,중형,62나0961,0,0,0,0,0,2,한국GM 말리부
136,한국GM 더 뉴 스파크 Premier 기본형,1160,2023,10618,회색,CVT,가솔린,999,경차,343구5418,0,0,0,0,0,1,한국GM 스파크
137,한국GM 쉐보레 스파크 밴 2인승 밴,189,2011,103533,흰색,오토,가솔린,995,경차,37버1571,0,0,0,0,0,1,한국GM 스파크
138,한국GM 더 넥스트 스파크 LTZ,610,2017,112285,검정색,오토,가솔린,999,경차,56어8635,0,0,0,0,0,0,한국GM 스파크
139,한국GM 쉐보레 올란도 LPG LT 컨비니언스,430,2012,210000,갈색,오토,LPG,1998,RV,334두1338,0,0,0,0,0,0,한국GM 올란도
140,한국GM 더 넥스트 스파크 LT Plus,550,2016,96000,검정색,CVT,가솔린,999,경차,22다0660,0,0,0,0,0,1,한국GM 스파크
141,한국GM 쉐보레 크루즈 1.8 LTZ+ 기본형,499,2013,58387,흰색,오토,가솔린,1796,준중형,14서8293,0,0,0,0,0,1,한국GM 크루즈
142,한국GM 더 넥스트 스파크 LT Plus,390,2015,110954,진주색,오토,가솔린,1002,경차,09마7326,0,0,0,0,0,5,한국GM 스파크
143,한국GM 쉐보레 스파크 LT 기본형,270,2012,46559,파랑색,오토,가솔린,995,경차,66보5206,0,0,0,0,0,2,한국GM 스파크
144,한국GM 더 넥스트 스파크 LT Plus,549,2016,103255,회색,CVT,가솔린,999,경차,57구0925,0,0,0,0,0,0,한국GM 스파크
145,한국GM 알페온 EL240 프리미엄,299,2012,170063,검정색,오토,가솔린,2384,대형,56부9086,1,0,0,0,0,7,한국GM 알페온
146,한국GM 더 뉴 트랙스 1.4 Premier,1090,2017,120409,흰색,오토,가솔린,2191,SUV,53무2551,0,0,0,0,0,1,한국GM 트랙스
147,한국GM 쉐보레 캡티바 2WD LT 5인승,220,2011,150000,흰색,오토,디젤,2231,SUV,64머5513,0,0,0,0,0,4,한국GM 캡티바
148,한국GM 쉐보레 크루즈 1.8 LTZ+ 기본형,370,2011,126373,흰색,오토,가솔린,1796,준중형,58거3243,0,0,0,0,0,1,한국GM 크루즈
149,한국GM 더 넥스트 스파크 LTZ,680,2016,54392,초록색,오토,가솔린,999,경차,55구0953,0,0,0,0,0,1,한국GM 스파크
150,한국GM 쉐보레 스파크 LS 스타,280,2013,96400,은색,오토,가솔린,1002,경차,30주5849,0,0,0,0,0,6,한국GM 스파크
151,한국GM 더 넥스트 스파크 패션,620,2016,65612,흰색,오토,가솔린,999,경차,45두0423,0,0,0,0,0,1,한국GM 스파크
152,한국GM 마티즈 CREATIVE JAZZ 스타,280,2011,90681,파랑색,오토,가솔린,1002,경차,18소7467,0,0,0,0,0,5,한국GM 마티즈
153,한국GM 쉐보레 스파크 LT 기본형,249,2012,79177,흰색,오토,가솔린,995,경차,58보9840,0,0,0,0,0,5,한국GM 스파크
154,한국GM 쉐보레 스파크 LT 기본형,169,2011,67995,회색,오토,가솔린,995,경차,66더7631,0,0,0,0,0,2,한국GM 스파크
155,한국GM 더 뉴 말리부 2.0 터보 퍼펙트 블랙,1650,2019,91442,검정색,오토,가솔린,1998,중형,307로5101,1,0,0,0,0,1,한국GM 말리부
156,한국GM 더 뉴 스파크 Premier 기본형,950,2022,34078,회색,오토,가솔린,997,경차,169구5607,0,0,0,0,0,0,한국GM 스파크
157,한국GM 쉐보레 크루즈 1.8 LT+ 레더 패키지,350,2013,94785,회색,오토,가솔린,1796,준중형,47라8793,0,0,0,0,0,2,한국GM 크루즈
158,한국GM 쉐보레 크루즈 1.8 LTZ+ 기본형,209,2011,211932,흰색,오토,가솔린,1796,준중형,61보9130,0,0,0,0,0,1,한국GM 크루즈
159,한국GM 라세티 프리미어 1.8 CDX ID 고급형,169,2010,163003,흰색,오토,가솔린,1796,준중형,67더2795,0,0,0,0,0,2,한국GM 라세티
160,한국GM 알페온 EL240 프리미엄,250,2012,140000,검정색,오토,가솔린,2384,대형,47저2711,0,0,0,0,0,4,한국GM 알페온
161,한국GM 쉐보레 올란도 LT 컨비니언스팩,470,2013,201871,흰색,오토,LPG,1998,RV,20노6392,0,0,0,0,0,1,한국GM 올란도
162,한국GM 쉐보레 스파크 LT 기본형,259,2011,103579,갈색,오토,가솔린,995,경차,46어1280,0,0,0,0,0,7,한국GM 스파크
163,한국GM 뉴 다마스 밴 2인승 판넬밴 DLX,699,2019,83162,흰색,수동,LPG,2048,승합,93모9172,1,0,0,0,0,5,한국GM 다마스
164,한국GM 리얼 뉴 콜로라도 3.6L V6 4WD Extreme-X,3150,2021,29747,검정색,오토,가솔린,2349,트럭,84저6639,0,0,0,0,0,1,한국GM 콜로라도
165,한국GM 쉐보레 크루즈 1.8 LT+ 기본형,280,2012,91845,흰색,오토,가솔린,1796,준중형,57고7745,0,0,0,0,0,9,한국GM 크루즈
166,한국GM 마티즈 CREATIVE GROOVE 일반형,270,2010,88219,파랑색,오토,가솔린,1002,경차,23너8942,0,0,0,0,0,4,한국GM 마티즈
167,한국GM 뉴 다마스 밴 2인승 판넬밴 DLX,389,2013,64907,흰색,수동,LPG,796,승합,84누8499,0,0,0,0,0,4,한국GM 다마스
168,한국GM 쉐보레 올란도 LPG LT 프리미엄,320,2013,271288,회색,오토,LPG,1998,RV,33우6200,0,0,0,0,0,5,한국GM 올란도
169,한국GM 콜로라도 3.6L V6 4WD 익스트림-X 스포츠바,2430,2020,78808,빨강색,오토,가솔린,3600,트럭,89마0575,0,0,0,0,0,1,한국GM 콜로라도
170,한국GM 레스타 장축 DLX 39인승 (어린이버스),1790,2015,60069,노랑색,오토,디젤,3800,버스,73두9374,0,0,0,0,0,1,한국GM 레스타
171,한국GM 올 뉴 말리부 2.0 터보 LT 프리미엄,1130,2017,62305,흰색,오토,가솔린,1998,중형,262루7441,1,0,0,0,0,1,한국GM 말리부
172,한국GM 쉐보레 말리부 LPGi 렌터카 일반형,440,2014,137495,회색,오토,LPG,1999,중형,242모3816,1,0,0,0,0,5,한국GM 말리부
